2025-02-06 10:51:37,772 - ERROR - Ping error for 10.0.2.5: Command '['ping', '-c', '1', '10.0.2.5']' timed out after 2 seconds
2025-02-07 08:43:05,961 - ERROR - Ping error for 10.0.2.180: Command '['ping', '-c', '1', '10.0.2.180']' timed out after 2 seconds
2025-02-07 08:43:05,963 - ERROR - Ping error for 10.0.2.183: Command '['ping', '-c', '1', '10.0.2.183']' timed out after 2 seconds
2025-02-07 08:43:05,964 - ERROR - Ping error for 10.0.2.181: Command '['ping', '-c', '1', '10.0.2.181']' timed out after 2 seconds
2025-02-07 08:43:05,965 - ERROR - Ping error for 10.0.2.182: Command '['ping', '-c', '1', '10.0.2.182']' timed out after 2 seconds
2025-02-07 08:43:05,977 - ERROR - Ping error for 10.0.2.184: Command '['ping', '-c', '1', '10.0.2.184']' timed out after 2 seconds
2025-02-07 08:43:05,980 - ERROR - Ping error for 10.0.2.188: Command '['ping', '-c', '1', '10.0.2.188']' timed out after 2 seconds
2025-02-07 08:43:05,983 - ERROR - Ping error for 10.0.2.189: Command '['ping', '-c', '1', '10.0.2.189']' timed out after 2 seconds
2025-02-07 08:43:05,985 - ERROR - Ping error for 10.0.2.186: Command '['ping', '-c', '1', '10.0.2.186']' timed out after 2 seconds
2025-02-07 08:43:05,986 - ERROR - Ping error for 10.0.2.185: Command '['ping', '-c', '1', '10.0.2.185']' timed out after 2 seconds
2025-02-07 08:43:05,987 - ERROR - Ping error for 10.0.2.187: Command '['ping', '-c', '1', '10.0.2.187']' timed out after 2 seconds
2025-02-07 08:43:05,988 - ERROR - Ping error for 10.0.2.192: Command '['ping', '-c', '1', '10.0.2.192']' timed out after 2 seconds
2025-02-07 08:43:05,990 - ERROR - Ping error for 10.0.2.191: Command '['ping', '-c', '1', '10.0.2.191']' timed out after 2 seconds
2025-02-07 08:43:05,991 - ERROR - Ping error for 10.0.2.194: Command '['ping', '-c', '1', '10.0.2.194']' timed out after 2 seconds
2025-02-07 08:43:05,993 - ERROR - Ping error for 10.0.2.195: Command '['ping', '-c', '1', '10.0.2.195']' timed out after 2 seconds
2025-02-07 08:43:05,994 - ERROR - Ping error for 10.0.2.197: Command '['ping', '-c', '1', '10.0.2.197']' timed out after 2 seconds
2025-02-07 08:43:05,996 - ERROR - Ping error for 10.0.2.190: Command '['ping', '-c', '1', '10.0.2.190']' timed out after 2 seconds
2025-02-07 08:43:05,997 - ERROR - Ping error for 10.0.2.193: Command '['ping', '-c', '1', '10.0.2.193']' timed out after 2 seconds
2025-02-07 08:43:05,998 - ERROR - Ping error for 10.0.2.196: Command '['ping', '-c', '1', '10.0.2.196']' timed out after 2 seconds
2025-02-07 08:43:05,999 - ERROR - Ping error for 10.0.2.199: Command '['ping', '-c', '1', '10.0.2.199']' timed out after 2 seconds
2025-02-07 08:43:06,000 - ERROR - Ping error for 10.0.2.198: Command '['ping', '-c', '1', '10.0.2.198']' timed out after 2 seconds
2025-02-07 08:43:06,010 - ERROR - Ping error for 10.0.2.202: Command '['ping', '-c', '1', '10.0.2.202']' timed out after 2 seconds
2025-02-07 08:43:06,010 - ERROR - Ping error for 10.0.2.204: Command '['ping', '-c', '1', '10.0.2.204']' timed out after 2 seconds
2025-02-07 08:43:06,011 - ERROR - Ping error for 10.0.2.203: Command '['ping', '-c', '1', '10.0.2.203']' timed out after 2 seconds
2025-02-07 08:43:06,013 - ERROR - Ping error for 10.0.2.200: Command '['ping', '-c', '1', '10.0.2.200']' timed out after 2 seconds
2025-02-07 08:43:06,016 - ERROR - Ping error for 10.0.2.201: Command '['ping', '-c', '1', '10.0.2.201']' timed out after 2 seconds
2025-02-07 08:43:07,876 - ERROR - Ping error for 10.0.2.205: Command '['ping', '-c', '1', '10.0.2.205']' timed out after 2 seconds
2025-02-07 08:43:07,896 - ERROR - Ping error for 10.0.2.209: Command '['ping', '-c', '1', '10.0.2.209']' timed out after 2 seconds
2025-02-07 08:43:07,897 - ERROR - Ping error for 10.0.2.206: Command '['ping', '-c', '1', '10.0.2.206']' timed out after 2 seconds
2025-02-07 08:43:07,898 - ERROR - Ping error for 10.0.2.208: Command '['ping', '-c', '1', '10.0.2.208']' timed out after 2 seconds
2025-02-07 08:43:07,898 - ERROR - Ping error for 10.0.2.207: Command '['ping', '-c', '1', '10.0.2.207']' timed out after 2 seconds
2025-02-07 08:43:07,905 - ERROR - Ping error for 10.0.2.210: Command '['ping', '-c', '1', '10.0.2.210']' timed out after 2 seconds
2025-02-07 08:43:07,912 - ERROR - Ping error for 10.0.2.211: Command '['ping', '-c', '1', '10.0.2.211']' timed out after 2 seconds
2025-02-07 08:43:07,913 - ERROR - Ping error for 10.0.2.212: Command '['ping', '-c', '1', '10.0.2.212']' timed out after 2 seconds
2025-02-07 08:43:07,922 - ERROR - Ping error for 10.0.2.215: Command '['ping', '-c', '1', '10.0.2.215']' timed out after 2 seconds
2025-02-07 08:43:07,923 - ERROR - Ping error for 10.0.2.213: Command '['ping', '-c', '1', '10.0.2.213']' timed out after 2 seconds
2025-02-07 08:43:07,924 - ERROR - Ping error for 10.0.2.216: Command '['ping', '-c', '1', '10.0.2.216']' timed out after 2 seconds
2025-02-07 08:43:07,925 - ERROR - Ping error for 10.0.2.214: Command '['ping', '-c', '1', '10.0.2.214']' timed out after 2 seconds
2025-02-07 08:43:07,925 - ERROR - Ping error for 10.0.2.217: Command '['ping', '-c', '1', '10.0.2.217']' timed out after 2 seconds
2025-02-07 08:43:07,927 - ERROR - Ping error for 10.0.2.218: Command '['ping', '-c', '1', '10.0.2.218']' timed out after 2 seconds
2025-02-07 08:43:07,929 - ERROR - Ping error for 10.0.2.223: Command '['ping', '-c', '1', '10.0.2.223']' timed out after 2 seconds
2025-02-07 08:43:07,929 - ERROR - Ping error for 10.0.2.221: Command '['ping', '-c', '1', '10.0.2.221']' timed out after 2 seconds
2025-02-07 08:43:07,929 - ERROR - Ping error for 10.0.2.219: Command '['ping', '-c', '1', '10.0.2.219']' timed out after 2 seconds
2025-02-07 08:43:07,930 - ERROR - Ping error for 10.0.2.222: Command '['ping', '-c', '1', '10.0.2.222']' timed out after 2 seconds
2025-02-07 08:43:07,931 - ERROR - Ping error for 10.0.2.220: Command '['ping', '-c', '1', '10.0.2.220']' timed out after 2 seconds
2025-02-07 08:43:07,933 - ERROR - Ping error for 10.0.2.224: Command '['ping', '-c', '1', '10.0.2.224']' timed out after 2 seconds
2025-02-07 08:43:07,935 - ERROR - Ping error for 10.0.2.225: Command '['ping', '-c', '1', '10.0.2.225']' timed out after 2 seconds
2025-02-07 08:43:07,937 - ERROR - Ping error for 10.0.2.226: Command '['ping', '-c', '1', '10.0.2.226']' timed out after 2 seconds
2025-02-07 08:43:07,955 - ERROR - Ping error for 10.0.2.228: Command '['ping', '-c', '1', '10.0.2.228']' timed out after 2 seconds
2025-02-07 08:43:07,955 - ERROR - Ping error for 10.0.2.227: Command '['ping', '-c', '1', '10.0.2.227']' timed out after 2 seconds
2025-02-07 08:43:07,961 - ERROR - Ping error for 10.0.2.229: Command '['ping', '-c', '1', '10.0.2.229']' timed out after 2 seconds
2025-02-07 08:43:07,966 - ERROR - Ping error for 10.0.2.230: Command '['ping', '-c', '1', '10.0.2.230']' timed out after 2 seconds
2025-02-07 08:43:07,968 - ERROR - Ping error for 10.0.2.231: Command '['ping', '-c', '1', '10.0.2.231']' timed out after 2 seconds
2025-02-07 08:43:07,969 - ERROR - Ping error for 10.0.2.233: Command '['ping', '-c', '1', '10.0.2.233']' timed out after 2 seconds
2025-02-07 08:43:07,971 - ERROR - Ping error for 10.0.2.232: Command '['ping', '-c', '1', '10.0.2.232']' timed out after 2 seconds
2025-02-07 08:43:07,981 - ERROR - Ping error for 10.0.2.234: Command '['ping', '-c', '1', '10.0.2.234']' timed out after 2 seconds
2025-02-07 08:43:07,987 - ERROR - Ping error for 10.0.2.235: Command '['ping', '-c', '1', '10.0.2.235']' timed out after 2 seconds
2025-02-07 08:43:07,988 - ERROR - Ping error for 10.0.2.236: Command '['ping', '-c', '1', '10.0.2.236']' timed out after 2 seconds
2025-02-07 08:43:07,991 - ERROR - Ping error for 10.0.2.237: Command '['ping', '-c', '1', '10.0.2.237']' timed out after 2 seconds
2025-02-07 08:43:07,994 - ERROR - Ping error for 10.0.2.242: Command '['ping', '-c', '1', '10.0.2.242']' timed out after 2 seconds
2025-02-07 08:43:07,995 - ERROR - Ping error for 10.0.2.239: Command '['ping', '-c', '1', '10.0.2.239']' timed out after 2 seconds
2025-02-07 08:43:07,999 - ERROR - Ping error for 10.0.2.240: Command '['ping', '-c', '1', '10.0.2.240']' timed out after 2 seconds
2025-02-07 08:43:08,000 - ERROR - Ping error for 10.0.2.241: Command '['ping', '-c', '1', '10.0.2.241']' timed out after 2 seconds
2025-02-07 08:43:08,001 - ERROR - Ping error for 10.0.2.245: Command '['ping', '-c', '1', '10.0.2.245']' timed out after 2 seconds
2025-02-07 08:43:08,001 - ERROR - Ping error for 10.0.2.238: Command '['ping', '-c', '1', '10.0.2.238']' timed out after 2 seconds
2025-02-07 08:43:08,003 - ERROR - Ping error for 10.0.2.247: Command '['ping', '-c', '1', '10.0.2.247']' timed out after 2 seconds
2025-02-07 08:43:08,003 - ERROR - Ping error for 10.0.2.243: Command '['ping', '-c', '1', '10.0.2.243']' timed out after 2 seconds
2025-02-07 08:43:08,013 - ERROR - Ping error for 10.0.2.244: Command '['ping', '-c', '1', '10.0.2.244']' timed out after 2 seconds
2025-02-07 08:43:08,014 - ERROR - Ping error for 10.0.2.246: Command '['ping', '-c', '1', '10.0.2.246']' timed out after 2 seconds
2025-02-07 08:43:08,019 - ERROR - Ping error for 10.0.2.248: Command '['ping', '-c', '1', '10.0.2.248']' timed out after 2 seconds
2025-02-07 08:43:08,019 - ERROR - Ping error for 10.0.2.249: Command '['ping', '-c', '1', '10.0.2.249']' timed out after 2 seconds
2025-02-07 08:43:08,019 - ERROR - Ping error for 10.0.2.250: Command '['ping', '-c', '1', '10.0.2.250']' timed out after 2 seconds
2025-02-07 08:43:08,021 - ERROR - Ping error for 10.0.2.253: Command '['ping', '-c', '1', '10.0.2.253']' timed out after 2 seconds
2025-02-07 08:43:08,021 - ERROR - Ping error for 10.0.2.251: Command '['ping', '-c', '1', '10.0.2.251']' timed out after 2 seconds
2025-02-07 08:43:08,021 - ERROR - Ping error for 10.0.2.252: Command '['ping', '-c', '1', '10.0.2.252']' timed out after 2 seconds
2025-02-07 08:43:08,024 - ERROR - Ping error for 10.0.2.254: Command '['ping', '-c', '1', '10.0.2.254']' timed out after 2 seconds
2025-02-07 08:47:15,589 - ERROR - Ping error for 10.0.2.9: Command '['ping', '-c', '1', '10.0.2.9']' timed out after 2 seconds
2025-02-07 08:47:15,595 - ERROR - Ping error for 10.0.2.11: Command '['ping', '-c', '1', '10.0.2.11']' timed out after 2 seconds
2025-02-07 08:47:15,621 - ERROR - Ping error for 10.0.2.22: Command '['ping', '-c', '1', '10.0.2.22']' timed out after 2 seconds
2025-02-07 08:47:15,625 - ERROR - Ping error for 10.0.2.23: Command '['ping', '-c', '1', '10.0.2.23']' timed out after 2 seconds
2025-02-07 08:47:15,636 - ERROR - Ping error for 10.0.2.1: Command '['ping', '-c', '1', '10.0.2.1']' timed out after 2 seconds
2025-02-07 08:47:15,637 - ERROR - Ping error for 10.0.2.12: Command '['ping', '-c', '1', '10.0.2.12']' timed out after 2 seconds
2025-02-07 08:47:15,640 - ERROR - Ping error for 10.0.2.5: Command '['ping', '-c', '1', '10.0.2.5']' timed out after 2 seconds
2025-02-07 08:47:15,637 - ERROR - Ping error for 10.0.2.21: Command '['ping', '-c', '1', '10.0.2.21']' timed out after 2 seconds
2025-02-07 08:47:15,638 - ERROR - Ping error for 10.0.2.6: Command '['ping', '-c', '1', '10.0.2.6']' timed out after 2 seconds
2025-02-07 08:47:15,638 - ERROR - Ping error for 10.0.2.16: Command '['ping', '-c', '1', '10.0.2.16']' timed out after 2 seconds
2025-02-07 08:47:15,638 - ERROR - Ping error for 10.0.2.18: Command '['ping', '-c', '1', '10.0.2.18']' timed out after 2 seconds
2025-02-07 08:47:15,638 - ERROR - Ping error for 10.0.2.14: Command '['ping', '-c', '1', '10.0.2.14']' timed out after 2 seconds
2025-02-07 08:47:15,648 - ERROR - Ping error for 10.0.2.24: Command '['ping', '-c', '1', '10.0.2.24']' timed out after 2 seconds
2025-02-07 08:47:15,649 - ERROR - Ping error for 10.0.2.27: Command '['ping', '-c', '1', '10.0.2.27']' timed out after 2 seconds
2025-02-07 08:47:15,650 - ERROR - Ping error for 10.0.2.28: Command '['ping', '-c', '1', '10.0.2.28']' timed out after 2 seconds
2025-02-07 08:47:15,652 - ERROR - Ping error for 10.0.2.29: Command '['ping', '-c', '1', '10.0.2.29']' timed out after 2 seconds
2025-02-07 08:47:15,662 - ERROR - Ping error for 10.0.2.31: Command '['ping', '-c', '1', '10.0.2.31']' timed out after 2 seconds
2025-02-07 08:47:15,664 - ERROR - Ping error for 10.0.2.30: Command '['ping', '-c', '1', '10.0.2.30']' timed out after 2 seconds
2025-02-07 08:47:15,664 - ERROR - Ping error for 10.0.2.7: Command '['ping', '-c', '1', '10.0.2.7']' timed out after 2 seconds
2025-02-07 08:47:15,667 - ERROR - Ping error for 10.0.2.35: Command '['ping', '-c', '1', '10.0.2.35']' timed out after 2 seconds
2025-02-07 08:47:15,670 - ERROR - Ping error for 10.0.2.26: Command '['ping', '-c', '1', '10.0.2.26']' timed out after 2 seconds
2025-02-07 08:47:15,674 - ERROR - Ping error for 10.0.2.32: Command '['ping', '-c', '1', '10.0.2.32']' timed out after 2 seconds
2025-02-07 08:47:15,685 - ERROR - Ping error for 10.0.2.10: Command '['ping', '-c', '1', '10.0.2.10']' timed out after 2 seconds
2025-02-07 08:47:15,687 - ERROR - Ping error for 10.0.2.36: Command '['ping', '-c', '1', '10.0.2.36']' timed out after 2 seconds
2025-02-07 08:47:15,688 - ERROR - Ping error for 10.0.2.20: Command '['ping', '-c', '1', '10.0.2.20']' timed out after 2 seconds
2025-02-07 08:47:15,691 - ERROR - Ping error for 10.0.2.8: Command '['ping', '-c', '1', '10.0.2.8']' timed out after 2 seconds
2025-02-07 08:47:15,692 - ERROR - Ping error for 10.0.2.34: Command '['ping', '-c', '1', '10.0.2.34']' timed out after 2 seconds
2025-02-07 08:47:15,694 - ERROR - Ping error for 10.0.2.37: Command '['ping', '-c', '1', '10.0.2.37']' timed out after 2 seconds
2025-02-07 08:47:15,694 - ERROR - Ping error for 10.0.2.40: Command '['ping', '-c', '1', '10.0.2.40']' timed out after 2 seconds
2025-02-07 08:47:15,694 - ERROR - Ping error for 10.0.2.39: Command '['ping', '-c', '1', '10.0.2.39']' timed out after 2 seconds
2025-02-07 08:47:15,695 - ERROR - Ping error for 10.0.2.44: Command '['ping', '-c', '1', '10.0.2.44']' timed out after 2 seconds
2025-02-07 08:47:15,695 - ERROR - Ping error for 10.0.2.45: Command '['ping', '-c', '1', '10.0.2.45']' timed out after 2 seconds
2025-02-07 08:47:15,698 - ERROR - Ping error for 10.0.2.43: Command '['ping', '-c', '1', '10.0.2.43']' timed out after 2 seconds
2025-02-07 08:47:15,699 - ERROR - Ping error for 10.0.2.42: Command '['ping', '-c', '1', '10.0.2.42']' timed out after 2 seconds
2025-02-07 08:47:15,699 - ERROR - Ping error for 10.0.2.48: Command '['ping', '-c', '1', '10.0.2.48']' timed out after 2 seconds
2025-02-07 08:47:15,699 - ERROR - Ping error for 10.0.2.33: Command '['ping', '-c', '1', '10.0.2.33']' timed out after 2 seconds
2025-02-07 08:47:15,700 - ERROR - Ping error for 10.0.2.41: Command '['ping', '-c', '1', '10.0.2.41']' timed out after 2 seconds
2025-02-07 08:47:15,718 - ERROR - Ping error for 10.0.2.50: Command '['ping', '-c', '1', '10.0.2.50']' timed out after 2 seconds
2025-02-07 08:47:15,714 - ERROR - Ping error for 10.0.2.53: Command '['ping', '-c', '1', '10.0.2.53']' timed out after 2 seconds
2025-02-07 08:47:15,716 - ERROR - Ping error for 10.0.2.47: Command '['ping', '-c', '1', '10.0.2.47']' timed out after 2 seconds
2025-02-07 08:47:15,717 - ERROR - Ping error for 10.0.2.49: Command '['ping', '-c', '1', '10.0.2.49']' timed out after 2 seconds
2025-02-07 08:47:15,717 - ERROR - Ping error for 10.0.2.52: Command '['ping', '-c', '1', '10.0.2.52']' timed out after 2 seconds
2025-02-07 08:47:15,701 - ERROR - Ping error for 10.0.2.46: Command '['ping', '-c', '1', '10.0.2.46']' timed out after 2 seconds
2025-02-07 08:47:15,724 - ERROR - Ping error for 10.0.2.54: Command '['ping', '-c', '1', '10.0.2.54']' timed out after 2 seconds
2025-02-07 08:47:15,719 - ERROR - Ping error for 10.0.2.51: Command '['ping', '-c', '1', '10.0.2.51']' timed out after 2 seconds
2025-02-07 08:47:15,780 - ERROR - Ping error for 10.0.2.15: Command '['ping', '-c', '1', '10.0.2.15']' timed out after 2 seconds
2025-02-07 08:47:15,780 - ERROR - Ping error for 10.0.2.13: Command '['ping', '-c', '1', '10.0.2.13']' timed out after 2 seconds
2025-02-07 08:47:15,782 - ERROR - Ping error for 10.0.2.19: Command '['ping', '-c', '1', '10.0.2.19']' timed out after 2 seconds
2025-02-07 08:47:15,783 - ERROR - Ping error for 10.0.2.25: Command '['ping', '-c', '1', '10.0.2.25']' timed out after 2 seconds
2025-02-07 08:47:15,784 - ERROR - Ping error for 10.0.2.38: Command '['ping', '-c', '1', '10.0.2.38']' timed out after 2 seconds
2025-02-07 08:47:17,598 - ERROR - Ping error for 10.0.2.55: Command '['ping', '-c', '1', '10.0.2.55']' timed out after 2 seconds
2025-02-07 08:47:17,630 - ERROR - Ping error for 10.0.2.58: Command '['ping', '-c', '1', '10.0.2.58']' timed out after 2 seconds
2025-02-07 08:47:17,630 - ERROR - Ping error for 10.0.2.57: Command '['ping', '-c', '1', '10.0.2.57']' timed out after 2 seconds
2025-02-07 08:47:17,652 - ERROR - Ping error for 10.0.2.68: Command '['ping', '-c', '1', '10.0.2.68']' timed out after 2 seconds
2025-02-07 08:47:17,653 - ERROR - Ping error for 10.0.2.59: Command '['ping', '-c', '1', '10.0.2.59']' timed out after 2 seconds
2025-02-07 08:47:17,653 - ERROR - Ping error for 10.0.2.61: Command '['ping', '-c', '1', '10.0.2.61']' timed out after 2 seconds
2025-02-07 08:47:17,654 - ERROR - Ping error for 10.0.2.62: Command '['ping', '-c', '1', '10.0.2.62']' timed out after 2 seconds
2025-02-07 08:47:17,655 - ERROR - Ping error for 10.0.2.66: Command '['ping', '-c', '1', '10.0.2.66']' timed out after 2 seconds
2025-02-07 08:47:17,655 - ERROR - Ping error for 10.0.2.63: Command '['ping', '-c', '1', '10.0.2.63']' timed out after 2 seconds
2025-02-07 08:47:17,656 - ERROR - Ping error for 10.0.2.67: Command '['ping', '-c', '1', '10.0.2.67']' timed out after 2 seconds
2025-02-07 08:47:17,656 - ERROR - Ping error for 10.0.2.69: Command '['ping', '-c', '1', '10.0.2.69']' timed out after 2 seconds
2025-02-07 08:47:17,656 - ERROR - Ping error for 10.0.2.70: Command '['ping', '-c', '1', '10.0.2.70']' timed out after 2 seconds
2025-02-07 08:47:17,657 - ERROR - Ping error for 10.0.2.60: Command '['ping', '-c', '1', '10.0.2.60']' timed out after 2 seconds
2025-02-07 08:47:17,673 - ERROR - Ping error for 10.0.2.72: Command '['ping', '-c', '1', '10.0.2.72']' timed out after 2 seconds
2025-02-07 08:47:17,690 - ERROR - Ping error for 10.0.2.74: Command '['ping', '-c', '1', '10.0.2.74']' timed out after 2 seconds
2025-02-07 08:47:17,705 - ERROR - Ping error for 10.0.2.80: Command '['ping', '-c', '1', '10.0.2.80']' timed out after 2 seconds
2025-02-07 08:47:17,705 - ERROR - Ping error for 10.0.2.78: Command '['ping', '-c', '1', '10.0.2.78']' timed out after 2 seconds
2025-02-07 08:47:17,705 - ERROR - Ping error for 10.0.2.75: Command '['ping', '-c', '1', '10.0.2.75']' timed out after 2 seconds
2025-02-07 08:47:17,705 - ERROR - Ping error for 10.0.2.79: Command '['ping', '-c', '1', '10.0.2.79']' timed out after 2 seconds
2025-02-07 08:47:17,707 - ERROR - Ping error for 10.0.2.71: Command '['ping', '-c', '1', '10.0.2.71']' timed out after 2 seconds
2025-02-07 08:47:17,711 - ERROR - Ping error for 10.0.2.82: Command '['ping', '-c', '1', '10.0.2.82']' timed out after 2 seconds
2025-02-07 08:47:17,709 - ERROR - Ping error for 10.0.2.73: Command '['ping', '-c', '1', '10.0.2.73']' timed out after 2 seconds
2025-02-07 08:47:17,708 - ERROR - Ping error for 10.0.2.76: Command '['ping', '-c', '1', '10.0.2.76']' timed out after 2 seconds
2025-02-07 08:47:17,713 - ERROR - Ping error for 10.0.2.81: Command '['ping', '-c', '1', '10.0.2.81']' timed out after 2 seconds
2025-02-07 08:47:17,717 - ERROR - Ping error for 10.0.2.84: Command '['ping', '-c', '1', '10.0.2.84']' timed out after 2 seconds
2025-02-07 08:47:17,718 - ERROR - Ping error for 10.0.2.86: Command '['ping', '-c', '1', '10.0.2.86']' timed out after 2 seconds
2025-02-07 08:47:17,722 - ERROR - Ping error for 10.0.2.85: Command '['ping', '-c', '1', '10.0.2.85']' timed out after 2 seconds
2025-02-07 08:47:17,719 - ERROR - Ping error for 10.0.2.88: Command '['ping', '-c', '1', '10.0.2.88']' timed out after 2 seconds
2025-02-07 08:47:17,720 - ERROR - Ping error for 10.0.2.89: Command '['ping', '-c', '1', '10.0.2.89']' timed out after 2 seconds
2025-02-07 08:47:17,725 - ERROR - Ping error for 10.0.2.87: Command '['ping', '-c', '1', '10.0.2.87']' timed out after 2 seconds
2025-02-07 08:47:17,724 - ERROR - Ping error for 10.0.2.83: Command '['ping', '-c', '1', '10.0.2.83']' timed out after 2 seconds
2025-02-07 08:47:17,730 - ERROR - Ping error for 10.0.2.64: Command '['ping', '-c', '1', '10.0.2.64']' timed out after 2 seconds
2025-02-07 08:47:17,731 - ERROR - Ping error for 10.0.2.92: Command '['ping', '-c', '1', '10.0.2.92']' timed out after 2 seconds
2025-02-07 08:47:17,731 - ERROR - Ping error for 10.0.2.90: Command '['ping', '-c', '1', '10.0.2.90']' timed out after 2 seconds
2025-02-07 08:47:17,735 - ERROR - Ping error for 10.0.2.65: Command '['ping', '-c', '1', '10.0.2.65']' timed out after 2 seconds
2025-02-07 08:47:17,736 - ERROR - Ping error for 10.0.2.56: Command '['ping', '-c', '1', '10.0.2.56']' timed out after 2 seconds
2025-02-07 08:47:17,736 - ERROR - Ping error for 10.0.2.95: Command '['ping', '-c', '1', '10.0.2.95']' timed out after 2 seconds
2025-02-07 08:47:17,738 - ERROR - Ping error for 10.0.2.94: Command '['ping', '-c', '1', '10.0.2.94']' timed out after 2 seconds
2025-02-07 08:47:17,739 - ERROR - Ping error for 10.0.2.77: Command '['ping', '-c', '1', '10.0.2.77']' timed out after 2 seconds
2025-02-07 08:47:17,740 - ERROR - Ping error for 10.0.2.97: Command '['ping', '-c', '1', '10.0.2.97']' timed out after 2 seconds
2025-02-07 08:47:17,740 - ERROR - Ping error for 10.0.2.91: Command '['ping', '-c', '1', '10.0.2.91']' timed out after 2 seconds
2025-02-07 08:47:17,741 - ERROR - Ping error for 10.0.2.99: Command '['ping', '-c', '1', '10.0.2.99']' timed out after 2 seconds
2025-02-07 08:47:17,742 - ERROR - Ping error for 10.0.2.93: Command '['ping', '-c', '1', '10.0.2.93']' timed out after 2 seconds
2025-02-07 08:47:17,742 - ERROR - Ping error for 10.0.2.98: Command '['ping', '-c', '1', '10.0.2.98']' timed out after 2 seconds
2025-02-07 08:47:17,742 - ERROR - Ping error for 10.0.2.96: Command '['ping', '-c', '1', '10.0.2.96']' timed out after 2 seconds
2025-02-07 08:47:17,787 - ERROR - Ping error for 10.0.2.101: Command '['ping', '-c', '1', '10.0.2.101']' timed out after 2 seconds
2025-02-07 08:47:17,790 - ERROR - Ping error for 10.0.2.104: Command '['ping', '-c', '1', '10.0.2.104']' timed out after 2 seconds
2025-02-07 08:47:17,790 - ERROR - Ping error for 10.0.2.100: Command '['ping', '-c', '1', '10.0.2.100']' timed out after 2 seconds
2025-02-07 08:47:17,792 - ERROR - Ping error for 10.0.2.102: Command '['ping', '-c', '1', '10.0.2.102']' timed out after 2 seconds
2025-02-07 08:47:17,798 - ERROR - Ping error for 10.0.2.103: Command '['ping', '-c', '1', '10.0.2.103']' timed out after 2 seconds
2025-02-07 08:47:19,610 - ERROR - Ping error for 10.0.2.105: Command '['ping', '-c', '1', '10.0.2.105']' timed out after 2 seconds
2025-02-07 08:47:19,634 - ERROR - Ping error for 10.0.2.106: Command '['ping', '-c', '1', '10.0.2.106']' timed out after 2 seconds
2025-02-07 08:47:19,635 - ERROR - Ping error for 10.0.2.107: Command '['ping', '-c', '1', '10.0.2.107']' timed out after 2 seconds
2025-02-07 08:47:19,658 - ERROR - Ping error for 10.0.2.108: Command '['ping', '-c', '1', '10.0.2.108']' timed out after 2 seconds
2025-02-07 08:47:19,663 - ERROR - Ping error for 10.0.2.109: Command '['ping', '-c', '1', '10.0.2.109']' timed out after 2 seconds
2025-02-07 08:47:19,663 - ERROR - Ping error for 10.0.2.110: Command '['ping', '-c', '1', '10.0.2.110']' timed out after 2 seconds
2025-02-07 08:47:19,663 - ERROR - Ping error for 10.0.2.112: Command '['ping', '-c', '1', '10.0.2.112']' timed out after 2 seconds
2025-02-07 08:47:19,664 - ERROR - Ping error for 10.0.2.111: Command '['ping', '-c', '1', '10.0.2.111']' timed out after 2 seconds
2025-02-07 08:47:19,665 - ERROR - Ping error for 10.0.2.113: Command '['ping', '-c', '1', '10.0.2.113']' timed out after 2 seconds
2025-02-07 08:47:19,669 - ERROR - Ping error for 10.0.2.114: Command '['ping', '-c', '1', '10.0.2.114']' timed out after 2 seconds
2025-02-07 08:47:19,670 - ERROR - Ping error for 10.0.2.117: Command '['ping', '-c', '1', '10.0.2.117']' timed out after 2 seconds
2025-02-07 08:47:19,671 - ERROR - Ping error for 10.0.2.115: Command '['ping', '-c', '1', '10.0.2.115']' timed out after 2 seconds
2025-02-07 08:47:19,671 - ERROR - Ping error for 10.0.2.116: Command '['ping', '-c', '1', '10.0.2.116']' timed out after 2 seconds
2025-02-07 08:47:19,677 - ERROR - Ping error for 10.0.2.118: Command '['ping', '-c', '1', '10.0.2.118']' timed out after 2 seconds
2025-02-07 08:47:19,695 - ERROR - Ping error for 10.0.2.119: Command '['ping', '-c', '1', '10.0.2.119']' timed out after 2 seconds
2025-02-07 08:47:19,712 - ERROR - Ping error for 10.0.2.120: Command '['ping', '-c', '1', '10.0.2.120']' timed out after 2 seconds
2025-02-07 08:47:19,723 - ERROR - Ping error for 10.0.2.123: Command '['ping', '-c', '1', '10.0.2.123']' timed out after 2 seconds
2025-02-07 08:47:19,724 - ERROR - Ping error for 10.0.2.121: Command '['ping', '-c', '1', '10.0.2.121']' timed out after 2 seconds
2025-02-07 08:47:19,725 - ERROR - Ping error for 10.0.2.125: Command '['ping', '-c', '1', '10.0.2.125']' timed out after 2 seconds
2025-02-07 08:47:19,727 - ERROR - Ping error for 10.0.2.128: Command '['ping', '-c', '1', '10.0.2.128']' timed out after 2 seconds
2025-02-07 08:47:19,727 - ERROR - Ping error for 10.0.2.124: Command '['ping', '-c', '1', '10.0.2.124']' timed out after 2 seconds
2025-02-07 08:47:19,732 - ERROR - Ping error for 10.0.2.130: Command '['ping', '-c', '1', '10.0.2.130']' timed out after 2 seconds
2025-02-07 08:47:19,728 - ERROR - Ping error for 10.0.2.122: Command '['ping', '-c', '1', '10.0.2.122']' timed out after 2 seconds
2025-02-07 08:47:19,728 - ERROR - Ping error for 10.0.2.127: Command '['ping', '-c', '1', '10.0.2.127']' timed out after 2 seconds
